                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date 
                                     600                                     1268                  1.6000000000000000E+001                  2.0000000000000000E-002                  1.0646056424915859E+007                  1.4759153979357180E+002                  3.5561592087457375E+003                  6.2992777390678784E+004                  6.6212780066340849E+002                  1.8250461849563490E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.8846853867491417E-013                  8.4105069183529862E-002                  0.0000000000000000E+000                  4.8985080316076007E-001                  3.8990623939502694E-001                  1.4034897488230721E+001                 -1.7038208980441796E-005                  6.3896385466564656E+000                  2.0756405926740699E-004                  5.5728848142742846E+000                  5.5597026089232171E-001                  5.7439082802057534E-002                  1.1194573528328124E+000                  2.5392787377912618E-001                  4.3945911467184171E+000                  1.6502156271601742E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.4020939713763520E+001                  6.5659442623477389E+002                  1.4018266704717824E+001                  6.5565271766689887E+002                  4.5534616523777038E+007                  1.1085759401823952E+002                  2.2280169361618757E+006                  2.4842434151885338E+005                  2.1836463181820561E-005                  2.2592678490116010E+004                  2.3272581174033126E+005                  5.0000000000000000E+001                  1.0000000000000000E+003                  3.3596984539562156E+014                                  "12778"                               "gfortran"                                  "9.2.0"                    "x86_64-macos-20.4.1"                                 "CRMATH"                               "20201030" 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                    pressure_scale_height                                     prad                                     pgas                                       mu                                   gamma1                                   gamma3                                   csound                                  opacity                                     logL                                 log_Lrad                                 log_Ledd                        mlt_mixing_length                          mlt_mixing_type                                 conv_vel                                    gradT                              mixing_type                                      tau 
                                       1                  1.4034897488230721E+001                  2.8209418229232144E+000                  3.5509811960701123E+000                 -8.7810229991638984E+000                  2.5649289286877717E+000                  6.7285663541456286E-001                  3.0710618358145925E-001                  2.0037181003977889E-002                  3.6319529657099241E+000                  4.0332627356508183E-001                  3.6681887422235275E+002                  1.3272968414510531E+000                  1.6204146783079620E+000                  1.6144403158571039E+000                  5.9949980778580450E+005                  1.5947471994952563E-003                  4.7992907570854539E+000                  4.7992907570854539E+000                  8.0590960838374066E+000                  5.0555332501495862E+011                                        0                  0.0000000000000000E+000                  1.2514315399571135E-001                                        0                  6.6666666666666663E-001 
                                       2                  1.4034897488223702E+001                  2.8209418229202368E+000                  3.5509811962585225E+000                 -8.7810229978468293E+000                  2.5649289301933313E+000                  6.7285663541456286E-001                  3.0710618358145925E-001                  2.0037181003977889E-002                  3.6319529672382553E+000                  4.0332627426498319E-001                  3.6681887549469434E+002                  1.3272968414482720E+000                  1.6204146784923854E+000                  1.6144403160606795E+000                  5.9949980795001576E+005                  1.5947472082176132E-003                  4.7992907570854548E+000                  4.7992907570854548E+000                  8.0590960838374066E+000                  5.0555332504783185E+011                                        0                  0.0000000000000000E+000                  1.2514315415821672E-001                                        0                  6.6666666750085191E-001 
                                       3                  1.4034897488191794E+001                  2.8209418229066960E+000                  3.5509811968434257E+000                 -8.7810229937581088E+000                  2.5649289348672086E+000                  6.7285663541456286E-001                  3.0710618358145925E-001                  2.0037181003977889E-002                  3.6319529719136439E+000                  4.0332627643776536E-001                  3.6681887944456707E+002                  1.3272968414396387E+000                  1.6204146790649161E+000                  1.6144403166926740E+000                  5.9949980845980055E+005                  1.5947472352954037E-003                  4.7992907570854566E+000                  4.7992907570854566E+000                  8.0590960799421190E+000                  5.0555332537718707E+011                                        0                  0.0000000000000000E+000                  1.2514315563587430E-001                                        0                  6.6666667129419754E-001 
                                       4                  1.4034897488102853E+001                  2.8209418228689609E+000                  3.5509811991502391E+000                 -8.7810229776325261E+000                  2.5649289533006021E+000                  6.7285663541456286E-001                  3.0710618358145925E-001                  2.0037181003977889E-002                  3.6319529906054528E+000                  4.0332628500705131E-001                  3.6681889502254512E+002                  1.3272968414055888E+000                  1.6204146813229803E+000                  1.6144403191851988E+000                  5.9949981047035521E+005                  1.5947473420880917E-003                  4.7992907570854610E+000                  4.7992907570854610E+000                  8.0590960690855802E+000                  5.0555332629514441E+011                                        0                  0.0000000000000000E+000                  1.2514315975424761E-001                                        0                  6.6666668186661493E-001 
                                       5                  1.4034897487715170E+001                  2.8209418227044725E+000                  3.5509812058461887E+000                 -8.7810229308250669E+000                  2.5649290068069051E+000                  6.7285663541456286E-001                  3.0710618358145925E-001                  2.0037181003977889E-002                  3.6319530439762184E+000                  4.0332630988098100E-001                  3.6681894024048597E+002                  1.3272968413067523E+000                  1.6204146878773860E+000                  1.6144403264201874E+000                  5.9949981630635122E+005                  1.5947476520734986E-003                  4.7992907570854806E+000                  4.7992907570854806E+000                  8.0590960217620768E+000                  5.0555333029649896E+011                                        0                  0.0000000000000000E+000                  1.2514317770617309E-001                                        0                  6.6666672795162274E-001 
                                       6                  1.4034897486719373E+001                  2.8209418222819691E+000                  3.5509812203174254E+000                 -8.7810228296651651E+000                  2.5649291224442998E+000                  6.7285663541456286E-001                  3.0710618358145925E-001                  2.0037181003977889E-002                  3.6319531582407736E+000                  4.0332636363833707E-001                  3.6681903796515695E+002                  1.3272968410931483E+000                  1.6204147020427095E+000                  1.6144403420564037E+000                  5.9949982891906297E+005                  1.5947483220117627E-003                  4.7992907570855321E+000                  4.7992907570855321E+000                  8.0590959002073195E+000                  5.0555334057434601E+011                                        0                  0.0000000000000000E+000                  1.2514322381735299E-001                                        0                  6.6666684632523110E-001 
                                       7                  1.4034897484725201E+001                  2.8209418214358668E+000                  3.5509812396207185E+000                 -8.7810226947273158E+000                  2.5649292766937886E+000                  6.7285663541456286E-001                  3.0710618358145925E-001                  2.0037181003977889E-002                  3.6319533061060567E+000                  4.0332643534569751E-001                  3.6681916832078463E+002                  1.3272968408082202E+000                  1.6204147209379722E+000                  1.6144403629136783E+000                  5.9949984574326081E+005                  1.5947492156476320E-003                  4.7992907570856360E+000                  4.7992907570856360E+000                  8.0590956567836951E+000                  5.0555336115659802E+011                                        0                  0.0000000000000000E+000                  1.2514331615890034E-001                                        0                  6.6666708337842973E-001 
                                       8                  1.4034897482731033E+001                  2.8209418205897658E+000                  3.5509812685756681E+000                 -8.7810224923206537E+000                  2.5649295080679186E+000                  6.7285663541456286E-001                  3.0710618358145930E-001                  2.0037181003977889E-002                  3.6319535347219367E+000                  4.0332654290679909E-001                  3.6681936385422631E+002                  1.3272968403808272E+000                  1.6204147492808683E+000                  1.6144403941996011E+000                  5.9949987097956636E+005                  1.5947505561022413E-003                  4.7992907570857390E+000                  4.7992907570857390E+000                  8.0590954133600743E+000                  5.0555338173886389E+011                                        0                  0.0000000000000000E+000                  1.2514340850049152E-001                                        0                  6.6666732043176202E-001 
                                       9                  1.4034897478742691E+001                  2.8209418188975657E+000                  3.5509813177341623E+000                 -8.7810221486837285E+000                  2.5649299008845929E+000                  6.7285663541456286E-001                  3.0710618358145925E-001                  2.0037181003977889E-002                  3.6319539187351633E+000                  4.0332672551957333E-001                  3.6681969582241715E+002                  1.3272968396552169E+000                  1.6204147974002427E+000                  1.6144404473155416E+000                  5.9949991382470634E+005                  1.5947528318704012E-003                  4.7992907570859451E+000                  4.7992907570859451E+000                  8.0590949265128682E+000                  5.0555342290343292E+011                                        0                  0.0000000000000000E+000                  1.2514359318381055E-001                                        0                  6.6666779453882796E-001 
